date,model,horizon,forecast,actual
2010-03-01,AR(1) on YoY,12,0.006048235085061349,-0.04393810175983651
2010-03-01,AR_lags,12,0.013263277464127967,-0.04393810175983651
2010-03-01,AR+_lags,12,-0.0021848128241772455,-0.04393810175983651
2010-03-01,AR_ranks,12,-0.0142973052796537,-0.04393810175983651
2010-04-01,RW,12,-0.10318885863884741,-0.03565967031834797
2010-04-01,AR(1) on YoY,12,0.00665016931932415,-0.03565967031834797
2010-04-01,AR_lags,12,0.008958495766135187,-0.03565967031834797
2010-04-01,AR+_lags,12,-0.005824749199881928,-0.03565967031834797
2010-04-01,AR_ranks,12,-0.01767948674947161,-0.03565967031834797
2010-05-01,RW,12,-0.0849366637548125,-0.023549995253905703
2010-05-01,AR(1) on YoY,12,0.00354369962567613,-0.023549995253905703
2010-05-01,AR_lags,12,0.005284405206123166,-0.023549995253905703
2010-05-01,AR+_lags,12,-0.008492088919136656,-0.023549995253905703
2010-05-01,AR_ranks,12,-0.02176162920602674,-0.023549995253905703
2010-06-01,RW,12,-0.08120011125033096,-0.01870571579534926
2010-06-01,AR(1) on YoY,12,0.0013587042652760872,-0.01870571579534926
2010-06-01,AR_lags,12,0.009327595031511923,-0.01870571579534926
2010-06-01,AR+_lags,12,-0.003940221850687292,-0.01870571579534926
2010-06-01,AR_ranks,12,-0.020595933961205914,-0.01870571579534926
2010-07-01,RW,12,-0.09845053226450833,0.007024749803348958
2010-07-01,AR(1) on YoY,12,-0.0007900393874418201,0.007024749803348958
2010-07-01,AR_lags,12,0.0075515600508617164,0.007024749803348958
2010-07-01,AR+_lags,12,-0.005312862731969308,0.007024749803348958
2010-07-01,AR_ranks,12,-0.019675332950608013,0.007024749803348958
2010-08-01,RW,12,-0.09902541601341704,0.013028785516781364
2010-08-01,AR(1) on YoY,12,-0.0038487205129258866,0.013028785516781364
2010-08-01,AR_lags,12,0.0011733992062674292,0.013028785516781364
2010-08-01,AR+_lags,12,-0.011097489582569384,0.013028785516781364
2010-08-01,AR_ranks,12,-0.02611179352935604,0.013028785516781364
2010-09-01,RW,12,-0.10781071329907614,0.01534230952187817
2010-09-01,AR(1) on YoY,12,-0.006896875821681013,0.01534230952187817
2010-09-01,AR_lags,12,-0.0013291202574249156,0.01534230952187817
2010-09-01,AR+_lags,12,-0.010592556487463718,0.01534230952187817
2010-09-01,AR_ranks,12,-0.027148247522648807,0.01534230952187817
2010-10-01,RW,12,-0.07065242789866162,-0.012087459792716379
2010-10-01,AR(1) on YoY,12,-0.0076068217478437415,-0.012087459792716379
2010-10-01,AR_lags,12,-0.004658042586048751,-0.012087459792716379
2010-10-01,AR+_lags,12,-0.011242666529577767,-0.012087459792716379
2010-10-01,AR_ranks,12,-0.031251852861909415,-0.012087459792716379
2010-11-01,RW,12,-0.06439793851521862,-0.017020590885456304
2010-11-01,AR(1) on YoY,12,-0.008241669424840604,-0.017020590885456304
2010-11-01,AR_lags,12,0.004819311113863102,-0.017020590885456304
2010-11-01,AR+_lags,12,0.0014279114485988573,-0.017020590885456304
2010-11-01,AR_ranks,12,-0.030320547972863845,-0.017020590885456304
2010-12-01,RW,12,-0.05707284578795324,-0.0021916798558082227
